Name	\\pi01uz\0096_PIT_9001
Data Type	Float 32
Number of Values	88310
Time	Value	Value Attributes
30-Apr-2020 23:30:55	4.999827
30-Apr-2020 23:00:55	4.996516
30-Apr-2020 22:30:55	4.998343
30-Apr-2020 22:00:55	5.006542
30-Apr-2020 21:30:55	5.006443
30-Apr-2020 21:00:55	5.009464
30-Apr-2020 20:30:55	5.007927
30-Apr-2020 20:00:55	5.01118
30-Apr-2020 19:30:55	5.014503
30-Apr-2020 19:00:55	5.012155
30-Apr-2020 18:30:55	5.015245
30-Apr-2020 18:00:55	5.011702
30-Apr-2020 17:30:55	5.01107
30-Apr-2020 17:00:55	5.007701
30-Apr-2020 16:30:55	5.010977
30-Apr-2020 16:00:55	5.008072
30-Apr-2020 15:30:55	5.008049
30-Apr-2020 15:00:55	5.006356
30-Apr-2020 14:30:55	5.010502
30-Apr-2020 14:00:55	5.007852
30-Apr-2020 13:30:55	5.00682
30-Apr-2020 13:00:55	5.011812
30-Apr-2020 12:30:55	5.005701
30-Apr-2020 12:00:55	5.010792
30-Apr-2020 11:30:55	5.007591
30-Apr-2020 11:00:55	5.007707
30-Apr-2020 10:30:55	5.010537
30-Apr-2020 10:00:55	5.006101
30-Apr-2020 09:30:55	5.013158
30-Apr-2020 09:00:55	5.012184
30-Apr-2020 08:30:55	5.017721
30-Apr-2020 08:00:55	5.008217
30-Apr-2020 07:30:55	5.017663
30-Apr-2020 03:21:20	5.020667
30-Apr-2020 03:04:25	5.024789
30-Apr-2020 02:34:25	5.025044
30-Apr-2020 02:04:25	5.020434
30-Apr-2020 01:34:25	5.021687
30-Apr-2020 01:04:25	5.024302
30-Apr-2020 00:34:25	5.027091
30-Apr-2020 00:04:25	5.020197
29-Apr-2020 23:34:25	5.035678
29-Apr-2020 23:04:25	5.028117
29-Apr-2020 22:34:25	5.038433
29-Apr-2020 22:04:25	5.037858
29-Apr-2020 21:34:25	5.037441
29-Apr-2020 21:04:25	5.04415
29-Apr-2020 20:34:25	5.042178
29-Apr-2020 20:04:25	5.045321
29-Apr-2020 19:34:25	5.043506
29-Apr-2020 19:04:25	5.045141
29-Apr-2020 18:34:25	5.037818
29-Apr-2020 18:04:25	5.038943
29-Apr-2020 17:34:25	5.048499
29-Apr-2020 17:04:25	5.043205
29-Apr-2020 16:34:25	5.049246
29-Apr-2020 16:04:25	5.038381
29-Apr-2020 15:34:25	5.044237
29-Apr-2020 15:04:25	5.04001
29-Apr-2020 14:34:25	5.039169
29-Apr-2020 14:04:25	5.047107
29-Apr-2020 13:34:25	5.045437
29-Apr-2020 13:04:25	5.040514
29-Apr-2020 12:34:25	5.039807
29-Apr-2020 12:04:25	5.040259
29-Apr-2020 11:34:25	5.045477
29-Apr-2020 11:04:25	5.045037
29-Apr-2020 10:34:25	5.045907
29-Apr-2020 10:04:25	5.048261
29-Apr-2020 09:34:25	5.046817
29-Apr-2020 09:04:25	5.046046
29-Apr-2020 08:34:25	5.0419
29-Apr-2020 08:04:25	5.041975
29-Apr-2020 07:34:25	5.043547
29-Apr-2020 07:04:25	5.046376
29-Apr-2020 06:34:25	5.042202
29-Apr-2020 06:04:25	5.043518
29-Apr-2020 05:34:25	5.043912
29-Apr-2020 05:04:25	5.043883
29-Apr-2020 04:34:25	5.04208
29-Apr-2020 04:04:25	5.041605
29-Apr-2020 03:34:25	5.042376
29-Apr-2020 03:04:25	5.04375
29-Apr-2020 02:34:25	5.045576
29-Apr-2020 02:04:25	5.041286
29-Apr-2020 01:34:25	5.042706
29-Apr-2020 01:04:25	5.039042
29-Apr-2020 00:34:25	5.04324
29-Apr-2020 00:04:25	5.042022
28-Apr-2020 23:34:25	5.042005
28-Apr-2020 23:04:25	5.043825
28-Apr-2020 22:34:25	5.042538
28-Apr-2020 22:04:25	5.046092
28-Apr-2020 21:34:25	5.048035
28-Apr-2020 21:04:25	5.044991
28-Apr-2020 20:34:25	5.045292
28-Apr-2020 20:04:25	5.045367
28-Apr-2020 19:34:25	5.046457
28-Apr-2020 19:04:25	5.04386
28-Apr-2020 18:34:25	5.041767
28-Apr-2020 18:04:25	5.044567
28-Apr-2020 17:34:25	5.046063
28-Apr-2020 17:04:25	5.045332
28-Apr-2020 16:34:25	5.04913
28-Apr-2020 16:04:25	5.0167
28-Apr-2020 15:34:25	5.017245
28-Apr-2020 15:04:25	5.009615
28-Apr-2020 14:34:25	5.027387
28-Apr-2020 14:04:25	5.044521
28-Apr-2020 13:34:25	5.041605
28-Apr-2020 13:04:25	5.044695
28-Apr-2020 12:34:25	5.045199
28-Apr-2020 12:04:25	5.0472
28-Apr-2020 11:34:25	5.046875
28-Apr-2020 11:04:25	5.047745
28-Apr-2020 10:34:25	5.045321
28-Apr-2020 10:04:25	5.045379
28-Apr-2020 09:34:25	5.045629
28-Apr-2020 09:04:25	5.048284
28-Apr-2020 08:34:25	5.044092
28-Apr-2020 08:04:25	5.04811
28-Apr-2020 07:34:25	5.04666
28-Apr-2020 07:04:25	5.04691
28-Apr-2020 06:34:25	5.042764
28-Apr-2020 06:04:25	5.04822
28-Apr-2020 05:34:25	5.04397
28-Apr-2020 05:04:25	5.044805
28-Apr-2020 04:34:25	5.046284
28-Apr-2020 04:04:25	5.045739
28-Apr-2020 03:34:25	5.045518
28-Apr-2020 03:04:25	5.045339
28-Apr-2020 02:34:25	5.043756
28-Apr-2020 02:04:25	5.044051
28-Apr-2020 01:34:25	5.047878
28-Apr-2020 01:04:25	5.048829
28-Apr-2020 00:34:25	5.049003
28-Apr-2020 00:04:25	5.050586
27-Apr-2020 23:34:25	5.053822
27-Apr-2020 23:04:25	5.056726
27-Apr-2020 22:34:25	5.057805
27-Apr-2020 22:04:25	5.057602
27-Apr-2020 21:34:25	5.056025
27-Apr-2020 21:04:25	5.057213
27-Apr-2020 20:34:25	5.057498
27-Apr-2020 20:04:25	5.060124
27-Apr-2020 19:34:25	5.06394
27-Apr-2020 19:04:25	5.063986
27-Apr-2020 18:34:25	5.06525
27-Apr-2020 18:04:25	5.064195
27-Apr-2020 17:34:25	5.069454
27-Apr-2020 17:04:25	5.069865
27-Apr-2020 16:34:25	5.068254
27-Apr-2020 16:04:25	5.068787
27-Apr-2020 15:34:25	5.068033
27-Apr-2020 15:04:25	5.071141
27-Apr-2020 14:34:25	5.065192
27-Apr-2020 14:04:25	5.070486
27-Apr-2020 13:34:25	5.066021
27-Apr-2020 13:04:25	5.066334
27-Apr-2020 12:34:25	5.068369
27-Apr-2020 12:04:25	5.065256
27-Apr-2020 11:34:25	5.065708
27-Apr-2020 11:04:25	5.063226
27-Apr-2020 10:34:25	5.065725
27-Apr-2020 10:04:25	5.068509
27-Apr-2020 09:34:25	5.064015
27-Apr-2020 09:04:25	5.063922
27-Apr-2020 08:34:25	5.063777
27-Apr-2020 08:04:25	5.066061
27-Apr-2020 07:34:25	5.067163
27-Apr-2020 07:04:25	5.067204
27-Apr-2020 06:34:25	5.066021
27-Apr-2020 06:04:25	5.065082
27-Apr-2020 05:34:25	5.06801
27-Apr-2020 05:04:25	5.066636
27-Apr-2020 04:34:25	5.067668
27-Apr-2020 04:04:25	5.066595
27-Apr-2020 03:34:25	5.067488
27-Apr-2020 03:04:25	5.067534
27-Apr-2020 02:34:25	5.069935
27-Apr-2020 02:04:25	5.067627
27-Apr-2020 01:34:25	5.067819
27-Apr-2020 01:04:25	5.066555
27-Apr-2020 00:34:25	5.068659
27-Apr-2020 00:04:25	5.067517
26-Apr-2020 23:34:25	5.065946
26-Apr-2020 23:04:25	5.071274
26-Apr-2020 22:34:25	5.070874
26-Apr-2020 22:04:25	5.071512
26-Apr-2020 21:34:25	5.071907
26-Apr-2020 21:04:25	5.069123
26-Apr-2020 20:34:25	5.071605
26-Apr-2020 20:04:25	5.070074
26-Apr-2020 19:34:25	5.075113
26-Apr-2020 19:04:25	5.072098
26-Apr-2020 18:34:25	5.073698
26-Apr-2020 18:04:25	5.074069
26-Apr-2020 17:34:25	5.074162
26-Apr-2020 17:04:25	5.073142
26-Apr-2020 16:34:25	5.072138
26-Apr-2020 16:04:25	5.072857
26-Apr-2020 15:34:25	5.071918
26-Apr-2020 15:04:25	5.070167
26-Apr-2020 14:34:25	5.068277
26-Apr-2020 14:04:25	5.067946
26-Apr-2020 13:34:25	5.065882
26-Apr-2020 13:04:25	5.066485
26-Apr-2020 12:34:25	5.067279
26-Apr-2020 12:04:25	5.063122
26-Apr-2020 11:34:25	5.067981
26-Apr-2020 11:04:25	5.064519
26-Apr-2020 10:34:25	5.062467
26-Apr-2020 10:04:25	5.061492
26-Apr-2020 09:34:25	5.061615
26-Apr-2020 09:04:25	5.064137
26-Apr-2020 08:34:25	5.063626
26-Apr-2020 08:04:25	5.063406
26-Apr-2020 07:34:25	5.063487
26-Apr-2020 07:04:25	5.060646
26-Apr-2020 06:34:25	5.06089
26-Apr-2020 06:04:25	5.060362
26-Apr-2020 05:34:25	5.060061
26-Apr-2020 05:04:25	5.061939
26-Apr-2020 04:34:25	5.064264
26-Apr-2020 04:04:25	5.05955
26-Apr-2020 03:34:25	5.06173
26-Apr-2020 03:04:25	5.060228
26-Apr-2020 02:34:25	5.061156
26-Apr-2020 02:04:25	5.061011
26-Apr-2020 01:34:25	5.06075
26-Apr-2020 01:04:25	5.061145
26-Apr-2020 00:34:25	5.058477
26-Apr-2020 00:04:25	5.060362
25-Apr-2020 23:34:25	5.061551
25-Apr-2020 23:04:25	5.06024
25-Apr-2020 22:34:25	5.060837
25-Apr-2020 22:04:25	5.056819
25-Apr-2020 21:34:25	5.058837
25-Apr-2020 21:04:25	5.057016
25-Apr-2020 20:34:25	5.059857
25-Apr-2020 20:04:25	5.058785
25-Apr-2020 19:34:25	5.057868
25-Apr-2020 19:04:25	5.056952
25-Apr-2020 18:34:25	5.059179
25-Apr-2020 18:04:25	5.057184
25-Apr-2020 17:34:25	5.05748
25-Apr-2020 17:04:25	5.058762
25-Apr-2020 16:34:25	5.056564
25-Apr-2020 16:04:25	5.05287
25-Apr-2020 15:34:25	5.05345
25-Apr-2020 15:04:25	5.054998
25-Apr-2020 14:34:25	5.051966
25-Apr-2020 14:04:25	5.056993
25-Apr-2020 13:34:29	5.054541
25-Apr-2020 13:04:30	5.051624
25-Apr-2020 12:34:30	5.056466
25-Apr-2020 12:04:30	5.053677
25-Apr-2020 11:34:30	5.050598
25-Apr-2020 11:04:30	5.050284
25-Apr-2020 10:34:30	5.049055
25-Apr-2020 10:04:30	5.047084
25-Apr-2020 09:34:30	5.048064
25-Apr-2020 09:04:30	5.050313
25-Apr-2020 08:34:30	5.046249
25-Apr-2020 08:04:30	5.046278
25-Apr-2020 07:34:30	5.045918
25-Apr-2020 07:04:30	5.045484
25-Apr-2020 06:34:30	5.045524
25-Apr-2020 06:04:30	5.044144
25-Apr-2020 05:34:30	5.043338
25-Apr-2020 05:04:30	5.048603
25-Apr-2020 04:34:30	5.047739
25-Apr-2020 04:04:30	5.046371
25-Apr-2020 03:34:30	5.046452
25-Apr-2020 03:04:30	5.048748
