Name	\\pi01uz\0096_PIT_5003
Data Type	Float 32
Number of Values	86956
Time	Value	Value Attributes
30-Apr-2020 23:30:55	3.924316
30-Apr-2020 23:00:55	3.924316
30-Apr-2020 22:30:55	3.931641
30-Apr-2020 22:00:55	3.94043
30-Apr-2020 21:30:55	3.949219
30-Apr-2020 21:00:55	3.958008
30-Apr-2020 20:30:55	3.971191
30-Apr-2020 20:00:55	3.977051
30-Apr-2020 19:30:55	3.985107
30-Apr-2020 19:00:55	3.990967
30-Apr-2020 18:30:55	3.990234
30-Apr-2020 18:00:55	3.976318
30-Apr-2020 17:30:55	3.963867
30-Apr-2020 17:00:55	3.962402
30-Apr-2020 16:30:55	3.958008
30-Apr-2020 16:00:55	3.955811
30-Apr-2020 15:30:55	3.948486
30-Apr-2020 15:00:55	3.949951
30-Apr-2020 14:30:55	3.952881
30-Apr-2020 14:00:55	3.951416
30-Apr-2020 13:30:55	3.952881
30-Apr-2020 13:00:55	3.949951
30-Apr-2020 12:30:55	3.944824
30-Apr-2020 12:00:55	3.949219
30-Apr-2020 11:30:55	3.947754
30-Apr-2020 11:00:55	3.947754
30-Apr-2020 10:30:55	3.948486
30-Apr-2020 10:00:55	3.950684
30-Apr-2020 09:30:55	3.952881
30-Apr-2020 09:00:55	3.955811
30-Apr-2020 08:30:55	3.95874
30-Apr-2020 08:00:55	3.962402
30-Apr-2020 07:30:55	3.960938
30-Apr-2020 03:21:20	3.975586
30-Apr-2020 03:03:25	3.975586
30-Apr-2020 02:33:25	3.977051
30-Apr-2020 02:03:25	3.97998
30-Apr-2020 01:33:25	3.985107
30-Apr-2020 01:03:25	3.989502
30-Apr-2020 00:33:25	3.993896
30-Apr-2020 00:03:25	4.001221
29-Apr-2020 23:33:25	4.007813
29-Apr-2020 23:03:25	4.013672
29-Apr-2020 22:33:25	4.019531
29-Apr-2020 22:03:25	4.02832
29-Apr-2020 21:33:25	4.036377
29-Apr-2020 21:03:25	4.048096
29-Apr-2020 20:33:25	4.056152
29-Apr-2020 20:03:25	4.063477
29-Apr-2020 19:33:25	4.062744
29-Apr-2020 19:03:25	4.07373
29-Apr-2020 18:33:25	4.07373
29-Apr-2020 18:03:25	4.068604
29-Apr-2020 17:33:25	4.067871
29-Apr-2020 17:03:25	4.066406
29-Apr-2020 16:33:25	4.065674
29-Apr-2020 16:03:25	4.064209
29-Apr-2020 15:33:25	4.062744
29-Apr-2020 15:03:25	4.060547
29-Apr-2020 14:33:25	4.05835
29-Apr-2020 14:03:25	4.063477
29-Apr-2020 13:33:25	4.062012
29-Apr-2020 13:03:25	4.060547
29-Apr-2020 12:33:25	4.05835
29-Apr-2020 12:03:25	4.063477
29-Apr-2020 11:33:25	4.072266
29-Apr-2020 11:03:25	4.070801
29-Apr-2020 10:33:25	4.078125
29-Apr-2020 10:03:25	4.078857
29-Apr-2020 09:33:25	4.08252
29-Apr-2020 09:03:25	4.080322
29-Apr-2020 08:33:25	4.080322
29-Apr-2020 08:03:25	4.080322
29-Apr-2020 07:33:25	4.081055
29-Apr-2020 07:03:25	4.081055
29-Apr-2020 06:33:25	4.08252
29-Apr-2020 06:03:25	4.083252
29-Apr-2020 05:33:25	4.083984
29-Apr-2020 05:03:25	4.086182
29-Apr-2020 04:33:25	4.081055
29-Apr-2020 04:03:25	4.078857
29-Apr-2020 03:33:25	4.077393
29-Apr-2020 03:03:25	4.077393
29-Apr-2020 02:33:25	4.078857
29-Apr-2020 02:03:25	4.07666
29-Apr-2020 01:33:25	4.078125
29-Apr-2020 01:03:25	4.078125
29-Apr-2020 00:33:25	4.083252
29-Apr-2020 00:03:25	4.08252
28-Apr-2020 23:33:25	4.083252
28-Apr-2020 23:03:25	4.083984
28-Apr-2020 22:33:25	4.086914
28-Apr-2020 22:03:25	4.092773
28-Apr-2020 21:33:25	4.096436
28-Apr-2020 21:03:25	4.097168
28-Apr-2020 20:33:25	4.096436
28-Apr-2020 20:03:25	4.097168
28-Apr-2020 19:33:25	4.098633
28-Apr-2020 19:03:25	4.092773
28-Apr-2020 18:33:25	4.090576
28-Apr-2020 18:03:25	4.089844
28-Apr-2020 17:33:25	4.085449
28-Apr-2020 17:03:25	4.085449
28-Apr-2020 16:33:25	4.080322
28-Apr-2020 16:03:25	3.965332
28-Apr-2020 15:34:25	3.915527
28-Apr-2020 15:04:25	3.91626
28-Apr-2020 14:34:25	3.926514
28-Apr-2020 14:04:25	4.063477
28-Apr-2020 13:34:25	4.072266
28-Apr-2020 13:04:25	4.072998
28-Apr-2020 12:34:25	4.075195
28-Apr-2020 12:04:25	4.075195
28-Apr-2020 11:34:25	4.077393
28-Apr-2020 11:04:25	4.077393
28-Apr-2020 10:34:25	4.081055
28-Apr-2020 10:04:25	4.080322
28-Apr-2020 09:34:25	4.081055
28-Apr-2020 09:04:25	4.07959
28-Apr-2020 08:34:25	4.08252
28-Apr-2020 08:04:25	4.083252
28-Apr-2020 07:34:25	4.08252
28-Apr-2020 07:04:25	4.08252
28-Apr-2020 06:34:25	4.081787
28-Apr-2020 06:04:25	4.07959
28-Apr-2020 05:34:25	4.07959
28-Apr-2020 05:04:25	4.078857
28-Apr-2020 04:34:25	4.077393
