Name	\\pi01uz\0096_Gro_temp
Data Type	Float 32
Number of Values	86991
Time	Value	Value Attributes
26-Apr-2020 18:32:30	20.78995
26-Apr-2020 18:02:30	20.79153
26-Apr-2020 17:32:30	20.79083
26-Apr-2020 17:02:34	20.78885
26-Apr-2020 16:32:34	20.78583
26-Apr-2020 16:02:35	20.78308
26-Apr-2020 15:32:35	20.78308
26-Apr-2020 15:02:35	20.7804
26-Apr-2020 14:32:35	20.7767
26-Apr-2020 14:02:35	20.77426
26-Apr-2020 13:32:35	20.76917
26-Apr-2020 13:02:35	20.76746
26-Apr-2020 12:32:39	20.7644
26-Apr-2020 12:02:40	20.75974
26-Apr-2020 11:32:40	20.75555
26-Apr-2020 11:02:40	20.75043
26-Apr-2020 10:32:40	20.74603
26-Apr-2020 10:02:40	20.74283
26-Apr-2020 09:32:40	20.73914
26-Apr-2020 09:02:40	20.73855
26-Apr-2020 08:32:40	20.73667
26-Apr-2020 08:02:40	20.73212
26-Apr-2020 07:32:40	20.72976
26-Apr-2020 07:02:40	20.72845
26-Apr-2020 06:32:40	20.72525
26-Apr-2020 06:02:40	20.72076
26-Apr-2020 05:32:40	20.72052
26-Apr-2020 05:02:40	20.72205
26-Apr-2020 04:32:40	20.71469
26-Apr-2020 04:02:40	20.71103
26-Apr-2020 03:32:40	20.70852
26-Apr-2020 03:02:40	20.70764
26-Apr-2020 02:32:40	20.70532
26-Apr-2020 02:02:40	20.70364
26-Apr-2020 01:32:40	20.70127
26-Apr-2020 01:02:40	20.69888
26-Apr-2020 00:32:40	20.69742
26-Apr-2020 00:02:40	20.69391
25-Apr-2020 23:32:40	20.69107
25-Apr-2020 23:02:40	20.69153
25-Apr-2020 22:32:40	20.68793
25-Apr-2020 22:02:40	20.68787
25-Apr-2020 21:32:40	20.68451
25-Apr-2020 21:02:40	20.68372
25-Apr-2020 20:32:40	20.67917
25-Apr-2020 20:02:40	20.67621
25-Apr-2020 19:32:40	20.67764
25-Apr-2020 19:02:40	20.67181
25-Apr-2020 18:32:40	20.66928
25-Apr-2020 18:02:40	20.66638
25-Apr-2020 17:32:40	20.66232
25-Apr-2020 17:02:40	20.65787
25-Apr-2020 16:32:40	20.65381
25-Apr-2020 16:02:40	20.64731
25-Apr-2020 15:32:40	20.64569
25-Apr-2020 15:02:40	20.6394
25-Apr-2020 14:32:40	20.6365
25-Apr-2020 14:02:40	20.6312
25-Apr-2020 13:32:40	20.62637
25-Apr-2020 13:02:40	20.62247
25-Apr-2020 12:32:40	20.61407
25-Apr-2020 12:02:40	20.61255
25-Apr-2020 11:32:40	20.60385
25-Apr-2020 11:02:40	20.59991
25-Apr-2020 10:32:40	20.59558
25-Apr-2020 10:02:40	20.58987
25-Apr-2020 09:32:40	20.58304
25-Apr-2020 09:02:40	20.57358
25-Apr-2020 08:32:40	20.56354
25-Apr-2020 08:02:40	20.55649
25-Apr-2020 07:32:40	20.54779
25-Apr-2020 07:02:40	20.53842
25-Apr-2020 06:32:40	20.5293
25-Apr-2020 06:02:40	20.52332
25-Apr-2020 05:32:40	20.51343
25-Apr-2020 05:02:40	20.50485
25-Apr-2020 04:32:40	20.48682
25-Apr-2020 04:02:40	20.48728
25-Apr-2020 03:32:40	20.47852
25-Apr-2020 03:02:40	20.47174
25-Apr-2020 02:32:40	20.4653
25-Apr-2020 02:02:40	20.45657
25-Apr-2020 01:32:40	20.4491
25-Apr-2020 01:02:40	20.43787
25-Apr-2020 00:32:40	20.43195
25-Apr-2020 00:02:40	20.42316
24-Apr-2020 23:32:40	20.41519
24-Apr-2020 23:02:40	20.40448
24-Apr-2020 22:32:40	20.39661
24-Apr-2020 22:02:40	20.38589
24-Apr-2020 21:32:40	20.37924
24-Apr-2020 21:02:40	20.36658
24-Apr-2020 20:32:40	20.35825
24-Apr-2020 20:02:40	20.34952
24-Apr-2020 19:32:40	20.33908
24-Apr-2020 19:02:40	20.32562
24-Apr-2020 18:32:40	20.31482
24-Apr-2020 18:02:40	20.30844
24-Apr-2020 17:32:40	20.29794
24-Apr-2020 17:02:40	20.28479
24-Apr-2020 16:32:40	20.27173
24-Apr-2020 16:02:40	20.26135
24-Apr-2020 15:32:40	20.25131
24-Apr-2020 15:02:44	20.23877
24-Apr-2020 14:33:55	20.22501
24-Apr-2020 14:03:55	20.20721
24-Apr-2020 13:33:55	20.19736
24-Apr-2020 13:03:55	20.18719
24-Apr-2020 12:33:55	20.16901
24-Apr-2020 12:03:55	20.15869
24-Apr-2020 11:33:55	20.14545
24-Apr-2020 11:03:55	20.13431
24-Apr-2020 10:33:55	20.12396
24-Apr-2020 10:03:55	20.1106
24-Apr-2020 09:33:59	20.09811
24-Apr-2020 09:04:00	20.08447
24-Apr-2020 08:34:00	20.06964
24-Apr-2020 08:04:00	20.05774
24-Apr-2020 07:34:00	20.04352
24-Apr-2020 07:04:00	20.0311
24-Apr-2020 06:34:00	20.01791
24-Apr-2020 06:04:00	20.00333
24-Apr-2020 05:34:04	19.98929
24-Apr-2020 05:04:05	19.97543
24-Apr-2020 04:34:05	19.96341
24-Apr-2020 04:04:05	19.94971
24-Apr-2020 03:34:05	19.93784
24-Apr-2020 03:04:05	19.92392
24-Apr-2020 02:34:05	19.91141
24-Apr-2020 02:04:05	19.90015
24-Apr-2020 01:34:05	19.88889
24-Apr-2020 01:04:05	19.87671
24-Apr-2020 00:34:05	19.86575
24-Apr-2020 00:04:05	19.85526
23-Apr-2020 23:34:05	19.84146
23-Apr-2020 23:04:05	19.83203
23-Apr-2020 22:34:05	19.82043
23-Apr-2020 22:04:05	19.81149
23-Apr-2020 21:34:05	19.79877
23-Apr-2020 21:04:05	19.78952
23-Apr-2020 20:34:05	19.77783
23-Apr-2020 20:04:05	19.76617
23-Apr-2020 19:34:05	19.75613
23-Apr-2020 19:04:05	19.74506
23-Apr-2020 18:34:05	19.73398
23-Apr-2020 18:04:05	19.72644
23-Apr-2020 17:34:05	19.72031
23-Apr-2020 17:04:05	19.71732
23-Apr-2020 16:34:05	19.71063
23-Apr-2020 16:04:05	19.6991
23-Apr-2020 15:34:05	19.68439
23-Apr-2020 15:04:05	19.6713
23-Apr-2020 14:34:05	19.65659
23-Apr-2020 14:04:05	19.64297
23-Apr-2020 13:34:05	19.62683
23-Apr-2020 13:04:05	19.61398
23-Apr-2020 12:34:05	19.60251
23-Apr-2020 12:04:09	19.58643
23-Apr-2020 11:34:10	19.57178
23-Apr-2020 11:04:10	19.55579
23-Apr-2020 10:34:10	19.53979
23-Apr-2020 10:04:10	19.52368
23-Apr-2020 09:34:10	19.509
23-Apr-2020 09:04:10	19.49173
23-Apr-2020 08:34:10	19.47702
23-Apr-2020 08:04:10	19.46335
23-Apr-2020 07:34:10	19.45325
23-Apr-2020 07:04:14	19.43774
23-Apr-2020 06:34:15	19.42303
23-Apr-2020 06:04:15	19.41
23-Apr-2020 05:34:15	19.39703
23-Apr-2020 05:04:15	19.38297
23-Apr-2020 04:34:15	19.3685
23-Apr-2020 04:04:15	19.35684
23-Apr-2020 03:34:15	19.33807
23-Apr-2020 03:04:15	19.33188
23-Apr-2020 02:34:15	19.3175
23-Apr-2020 02:04:15	19.3056
23-Apr-2020 01:34:15	19.28458
23-Apr-2020 01:04:15	19.28189
23-Apr-2020 00:34:15	19.26776
23-Apr-2020 00:04:19	19.25879
22-Apr-2020 23:34:20	19.2478
22-Apr-2020 23:04:20	19.23633
22-Apr-2020 22:34:20	19.22733
22-Apr-2020 22:04:20	19.21683
22-Apr-2020 21:34:20	19.20364
22-Apr-2020 21:04:20	19.18851
22-Apr-2020 20:34:20	19.17499
22-Apr-2020 20:04:20	19.16879
22-Apr-2020 19:34:20	19.16455
22-Apr-2020 19:04:20	19.15857
22-Apr-2020 18:34:20	19.15387
22-Apr-2020 18:04:20	19.14368
22-Apr-2020 17:34:20	19.13593
22-Apr-2020 17:04:20	19.11951
22-Apr-2020 16:34:20	19.10861
22-Apr-2020 16:04:20	19.095
22-Apr-2020 15:34:20	19.0838
22-Apr-2020 15:04:20	19.06891
22-Apr-2020 14:34:20	19.05582
22-Apr-2020 14:04:20	19.04065
22-Apr-2020 13:34:20	19.0296
22-Apr-2020 13:04:20	19.01859
22-Apr-2020 12:34:20	19.00522
22-Apr-2020 12:04:20	18.99036
22-Apr-2020 11:34:20	18.97519
22-Apr-2020 11:04:20	18.96271
22-Apr-2020 10:34:20	18.94919
22-Apr-2020 10:04:20	18.93164
22-Apr-2020 09:34:20	18.91574
22-Apr-2020 09:04:20	18.90326
22-Apr-2020 08:34:20	18.88806
22-Apr-2020 08:04:20	18.88159
22-Apr-2020 07:34:20	18.87033
22-Apr-2020 07:04:20	18.8569
22-Apr-2020 06:34:20	18.84528
22-Apr-2020 06:04:20	18.83356
22-Apr-2020 05:34:20	18.81976
22-Apr-2020 05:04:20	18.80606
22-Apr-2020 04:34:20	18.79214
22-Apr-2020 04:04:20	18.77878
22-Apr-2020 03:34:20	18.76978
22-Apr-2020 03:04:20	18.75958
22-Apr-2020 02:34:20	18.74982
22-Apr-2020 02:04:20	18.73788
22-Apr-2020 01:34:20	18.72678
22-Apr-2020 01:04:20	18.71655
22-Apr-2020 00:34:20	18.70288
22-Apr-2020 00:04:24	18.69794
21-Apr-2020 23:34:25	18.68741
21-Apr-2020 23:04:25	18.67523
21-Apr-2020 22:34:25	18.66742
21-Apr-2020 22:04:25	18.65799
21-Apr-2020 21:34:25	18.64822
21-Apr-2020 21:04:25	18.64093
21-Apr-2020 20:34:25	18.63333
21-Apr-2020 20:04:25	18.61517
21-Apr-2020 19:34:25	18.61084
21-Apr-2020 19:04:25	18.60721
21-Apr-2020 18:34:25	18.59863
21-Apr-2020 18:04:25	18.59219
21-Apr-2020 17:34:25	18.58499
21-Apr-2020 17:04:25	18.57193
21-Apr-2020 16:34:25	18.5639
21-Apr-2020 16:04:25	18.55157
21-Apr-2020 15:34:25	18.54077
21-Apr-2020 15:04:25	18.52484
21-Apr-2020 14:34:25	18.5144
21-Apr-2020 14:04:25	18.50247
21-Apr-2020 13:34:25	18.49286
21-Apr-2020 13:04:25	18.47806
21-Apr-2020 12:34:25	18.46701
21-Apr-2020 12:04:25	18.45712
21-Apr-2020 11:34:25	18.44028
21-Apr-2020 11:04:25	18.42661
21-Apr-2020 10:34:25	18.41547
21-Apr-2020 10:04:25	18.40149
21-Apr-2020 09:34:25	18.38599
21-Apr-2020 09:04:25	18.37268
21-Apr-2020 08:34:25	18.35919
21-Apr-2020 08:04:25	18.35083
21-Apr-2020 07:34:25	18.3429
21-Apr-2020 07:04:25	18.32495
21-Apr-2020 06:34:25	18.31274
21-Apr-2020 06:04:25	18.30038
21-Apr-2020 05:34:25	18.28845
21-Apr-2020 05:04:25	18.27637
21-Apr-2020 04:34:25	18.26688
21-Apr-2020 04:04:25	18.25534
21-Apr-2020 03:34:25	18.24304
21-Apr-2020 03:04:25	18.23135
21-Apr-2020 02:34:25	18.22192
21-Apr-2020 02:04:25	18.20996
21-Apr-2020 01:34:25	18.20313
21-Apr-2020 01:04:25	18.1915
21-Apr-2020 00:34:25	18.1821
21-Apr-2020 00:04:25	18.1734
20-Apr-2020 23:34:25	18.16351
20-Apr-2020 23:04:25	18.15924
20-Apr-2020 22:34:25	18.14914
20-Apr-2020 22:04:25	18.14142
20-Apr-2020 21:34:25	18.13251
20-Apr-2020 21:04:25	18.12125
20-Apr-2020 20:34:25	18.10971
20-Apr-2020 20:04:25	18.10059
20-Apr-2020 19:34:25	18.09357
20-Apr-2020 19:04:25	18.08896
20-Apr-2020 18:34:25	18.08298
20-Apr-2020 18:04:25	18.07483
20-Apr-2020 17:34:25	18.06519
20-Apr-2020 17:04:25	18.05429
20-Apr-2020 16:34:25	18.04434
20-Apr-2020 16:04:25	18.03308
20-Apr-2020 15:34:25	18.01855
20-Apr-2020 15:04:25	18.00681
20-Apr-2020 14:34:25	17.99512
20-Apr-2020 14:04:25	17.98187
20-Apr-2020 13:34:25	17.97119
20-Apr-2020 13:04:25	17.95911
20-Apr-2020 12:34:25	17.94815
20-Apr-2020 12:04:25	17.93536
20-Apr-2020 11:34:25	17.92255
20-Apr-2020 11:04:25	17.90991
20-Apr-2020 10:34:25	17.89639
20-Apr-2020 10:04:25	17.8862
20-Apr-2020 09:34:25	17.87091
20-Apr-2020 09:04:25	17.85898
20-Apr-2020 08:34:25	17.84857
20-Apr-2020 08:04:25	17.8389
20-Apr-2020 07:34:25	17.8237
20-Apr-2020 07:04:25	17.80887
20-Apr-2020 06:34:25	17.79593
20-Apr-2020 06:04:25	17.78317
20-Apr-2020 05:34:25	17.77362
20-Apr-2020 05:04:25	17.76071
20-Apr-2020 04:34:25	17.74969
20-Apr-2020 04:04:25	17.73886
20-Apr-2020 03:34:25	17.73013
20-Apr-2020 03:04:25	17.72076
20-Apr-2020 02:34:25	17.71143
20-Apr-2020 02:04:25	17.7019
20-Apr-2020 01:34:25	17.69519
20-Apr-2020 01:04:25	17.68405
20-Apr-2020 00:34:25	17.67599
20-Apr-2020 00:04:25	17.66809
19-Apr-2020 23:34:25	17.6597
19-Apr-2020 23:04:25	17.65295
19-Apr-2020 22:34:25	17.64664
19-Apr-2020 22:04:25	17.63931
19-Apr-2020 21:34:25	17.63287
19-Apr-2020 21:04:25	17.62549
19-Apr-2020 20:34:25	17.6171
19-Apr-2020 20:04:25	17.60736
19-Apr-2020 19:34:25	17.59924
19-Apr-2020 19:04:25	17.58334
19-Apr-2020 18:34:25	17.57999
19-Apr-2020 18:04:25	17.57562
19-Apr-2020 17:34:25	17.56827
19-Apr-2020 17:04:25	17.55923
19-Apr-2020 16:34:25	17.552
19-Apr-2020 16:04:25	17.54279
19-Apr-2020 15:34:25	17.52887
19-Apr-2020 15:04:25	17.51941
19-Apr-2020 14:34:25	17.5097
19-Apr-2020 14:04:25	17.49847
19-Apr-2020 13:34:25	17.48657
19-Apr-2020 13:04:25	17.4762
19-Apr-2020 12:34:25	17.46753
19-Apr-2020 12:04:25	17.45401
19-Apr-2020 11:34:25	17.44574
19-Apr-2020 11:04:29	17.43164
19-Apr-2020 10:34:30	17.4216
19-Apr-2020 10:04:30	17.40802
19-Apr-2020 09:34:30	17.3963
19-Apr-2020 09:04:30	17.38562
19-Apr-2020 08:34:30	17.37827
19-Apr-2020 08:04:30	17.36716
19-Apr-2020 07:34:30	17.35019
19-Apr-2020 07:04:30	17.33774
19-Apr-2020 06:34:30	17.32315
19-Apr-2020 06:04:30	17.31351
19-Apr-2020 05:34:30	17.30157
19-Apr-2020 05:04:30	17.2934
19-Apr-2020 04:34:30	17.28531
19-Apr-2020 04:04:30	17.27225
19-Apr-2020 03:34:30	17.26443
19-Apr-2020 03:04:30	17.25565
19-Apr-2020 02:34:30	17.24689
19-Apr-2020 02:04:30	17.23837
19-Apr-2020 01:34:30	17.23212
19-Apr-2020 01:04:30	17.22226
19-Apr-2020 01:04:25	17.22305
19-Apr-2020 00:57:40	17.22
19-Apr-2020 00:27:40	17.2131
18-Apr-2020 23:57:40	17.20728
18-Apr-2020 23:27:40	17.20087
18-Apr-2020 22:57:40	17.19305
18-Apr-2020 22:27:40	17.18497
18-Apr-2020 21:57:40	17.18051
18-Apr-2020 21:27:40	17.17407
18-Apr-2020 20:57:40	17.16837
18-Apr-2020 20:27:40	17.16125
18-Apr-2020 19:57:40	17.15454
18-Apr-2020 19:27:40	17.14511
18-Apr-2020 18:57:40	17.13245
18-Apr-2020 18:27:40	17.12659
18-Apr-2020 17:57:40	17.12128
18-Apr-2020 17:27:40	17.11356
18-Apr-2020 16:57:40	17.10538
18-Apr-2020 16:27:40	17.09644
18-Apr-2020 15:57:40	17.08698
18-Apr-2020 15:27:40	17.07526
18-Apr-2020 14:57:42	17.06638
18-Apr-2020 14:27:42	17.05432
18-Apr-2020 13:57:42	17.0452
18-Apr-2020 13:27:42	17.03464
18-Apr-2020 12:57:42	17.02686
18-Apr-2020 12:27:42	17.01584
18-Apr-2020 11:57:42	17.00491
18-Apr-2020 11:27:42	16.99432
18-Apr-2020 10:57:42	16.98376
18-Apr-2020 10:27:42	16.97311
18-Apr-2020 09:57:42	16.96143
18-Apr-2020 09:27:42	16.95163
18-Apr-2020 08:57:42	16.9494
18-Apr-2020 08:27:42	16.93881
18-Apr-2020 07:57:42	16.922
18-Apr-2020 07:27:42	16.90762
18-Apr-2020 06:57:42	16.89444
18-Apr-2020 06:27:42	16.88031
18-Apr-2020 05:57:42	16.87302
18-Apr-2020 05:27:42	16.86115
18-Apr-2020 04:57:42	16.85281
18-Apr-2020 04:27:42	16.84351
18-Apr-2020 03:57:42	16.83572
18-Apr-2020 03:27:42	16.82712
18-Apr-2020 02:57:42	16.81995
18-Apr-2020 02:27:42	16.81284
18-Apr-2020 01:57:42	16.80688
18-Apr-2020 01:27:42	16.80066
18-Apr-2020 00:57:42	16.79193
18-Apr-2020 00:27:42	16.78909
17-Apr-2020 23:57:42	16.78271
17-Apr-2020 23:27:42	16.77594
17-Apr-2020 22:57:42	16.7702
17-Apr-2020 22:27:42	16.76617
17-Apr-2020 21:57:42	16.76288
17-Apr-2020 21:27:42	16.75827
17-Apr-2020 20:57:42	16.75342
17-Apr-2020 20:27:42	16.74802
17-Apr-2020 19:57:42	16.74237
17-Apr-2020 19:27:42	16.73065
17-Apr-2020 18:57:42	16.72058
17-Apr-2020 18:27:42	16.71893
17-Apr-2020 17:57:42	16.71512
17-Apr-2020 17:27:42	16.70697
17-Apr-2020 16:57:42	16.70187
17-Apr-2020 16:27:42	16.69086
17-Apr-2020 15:57:42	16.68292
17-Apr-2020 15:27:42	16.67285
17-Apr-2020 14:57:42	16.66473
17-Apr-2020 14:27:42	16.65738
17-Apr-2020 13:57:42	16.65002
17-Apr-2020 13:27:42	16.64569
17-Apr-2020 12:57:42	16.64224
17-Apr-2020 12:27:42	16.62787
17-Apr-2020 11:57:42	16.62192
17-Apr-2020 11:27:42	16.61142
17-Apr-2020 10:57:42	16.60663
17-Apr-2020 10:27:42	16.59854
17-Apr-2020 09:57:42	16.58972
17-Apr-2020 09:27:42	16.58319
17-Apr-2020 08:57:42	16.57928
17-Apr-2020 08:27:42	16.57755
17-Apr-2020 07:57:42	16.56549
17-Apr-2020 07:27:42	16.54883
17-Apr-2020 06:57:46	16.53845
17-Apr-2020 06:27:47	16.52954
17-Apr-2020 05:57:47	16.5231
17-Apr-2020 05:27:47	16.51624
17-Apr-2020 04:57:47	16.51117
17-Apr-2020 04:27:47	16.50412
17-Apr-2020 03:57:47	16.49973
17-Apr-2020 03:27:47	16.4928
17-Apr-2020 02:57:47	16.49216
17-Apr-2020 02:27:47	16.48651
17-Apr-2020 01:57:47	16.48178
17-Apr-2020 01:27:47	16.48096
17-Apr-2020 00:57:51	16.47754
17-Apr-2020 00:27:52	16.47729
16-Apr-2020 23:57:52	16.47461
16-Apr-2020 23:27:52	16.47293
16-Apr-2020 22:57:52	16.47281
16-Apr-2020 22:27:52	16.47232
16-Apr-2020 21:57:52	16.46893
16-Apr-2020 21:27:52	16.47037
16-Apr-2020 20:57:52	16.47272
16-Apr-2020 20:27:52	16.4722
16-Apr-2020 19:57:52	16.47256
16-Apr-2020 19:27:52	16.46774
16-Apr-2020 18:57:52	16.46317
16-Apr-2020 18:27:52	16.45917
16-Apr-2020 17:57:52	16.45929
16-Apr-2020 17:27:52	16.45853
16-Apr-2020 16:57:52	16.45569
16-Apr-2020 16:27:52	16.45313
16-Apr-2020 15:57:52	16.45166
16-Apr-2020 15:27:52	16.44742
16-Apr-2020 14:57:52	16.44675
16-Apr-2020 14:27:52	16.44925
16-Apr-2020 13:57:52	16.44592
16-Apr-2020 13:27:52	16.44235
16-Apr-2020 12:57:52	16.44656
16-Apr-2020 12:27:52	16.43948
16-Apr-2020 11:57:52	16.43533
16-Apr-2020 11:27:52	16.43481
16-Apr-2020 10:57:52	16.43198
16-Apr-2020 10:27:52	16.43246
16-Apr-2020 09:57:52	16.43329
