Name	\\pi01uz\0096_TIT_5003
Data Type	Float 32
Number of Values	87409
Time	Value	Value Attributes
30-Apr-2020 23:30:55	21.43274
30-Apr-2020 23:00:55	21.19736
30-Apr-2020 22:30:55	21.37313
30-Apr-2020 22:00:55	21.3751
30-Apr-2020 21:30:55	21.64943
30-Apr-2020 21:00:55	21.48879
30-Apr-2020 20:30:55	21.55608
30-Apr-2020 20:00:55	21.60337
30-Apr-2020 19:30:55	21.64251
30-Apr-2020 19:00:55	21.76782
30-Apr-2020 18:30:55	21.8989
30-Apr-2020 18:00:55	21.96658
30-Apr-2020 17:30:55	21.95333
30-Apr-2020 17:00:55	22.15858
30-Apr-2020 16:30:55	22.17516
30-Apr-2020 16:00:55	22.23121
30-Apr-2020 15:30:55	22.20579
30-Apr-2020 15:00:55	22.17695
30-Apr-2020 14:30:55	22.22472
30-Apr-2020 14:00:55	22.23121
30-Apr-2020 13:30:55	22.09167
30-Apr-2020 13:00:55	22.3082
30-Apr-2020 12:30:55	21.89843
30-Apr-2020 12:00:55	21.92078
30-Apr-2020 11:30:55	22.00392
30-Apr-2020 11:00:55	21.88053
30-Apr-2020 10:30:55	21.82405
30-Apr-2020 10:00:55	21.61419
30-Apr-2020 09:30:55	21.44504
30-Apr-2020 09:00:55	21.37569
30-Apr-2020 08:30:55	21.67101
30-Apr-2020 08:00:55	21.37864
30-Apr-2020 07:30:55	21.37608
30-Apr-2020 03:21:20	21.3396
30-Apr-2020 03:04:25	21.29507
30-Apr-2020 02:34:25	21.33331
30-Apr-2020 02:04:25	21.3231
30-Apr-2020 01:34:25	21.0521
30-Apr-2020 01:04:25	21.17117
30-Apr-2020 00:34:25	21.11157
30-Apr-2020 00:04:25	21.22651
29-Apr-2020 23:34:25	21.45538
29-Apr-2020 23:04:25	21.21629
29-Apr-2020 22:34:25	21.47469
29-Apr-2020 22:04:25	21.29734
29-Apr-2020 21:34:25	21.53814
29-Apr-2020 21:04:25	21.58641
29-Apr-2020 20:34:25	21.6085
29-Apr-2020 20:04:25	21.52002
29-Apr-2020 19:34:25	21.64721
29-Apr-2020 19:04:25	21.72988
29-Apr-2020 18:34:25	21.83934
29-Apr-2020 18:04:25	21.91988
29-Apr-2020 17:34:25	21.93594
29-Apr-2020 17:04:25	22.03041
29-Apr-2020 16:34:25	22.15311
29-Apr-2020 16:04:25	22.10304
29-Apr-2020 15:34:25	22.15811
29-Apr-2020 15:04:25	22.15858
29-Apr-2020 14:34:25	22.18562
29-Apr-2020 14:04:25	22.07856
29-Apr-2020 13:34:25	22.29243
29-Apr-2020 13:04:25	21.98965
29-Apr-2020 12:34:25	21.85135
29-Apr-2020 12:04:25	21.99281
29-Apr-2020 11:34:25	21.94329
29-Apr-2020 11:04:25	22.0542
29-Apr-2020 10:34:25	21.90014
29-Apr-2020 10:04:25	22.05515
29-Apr-2020 09:34:25	21.53617
29-Apr-2020 09:04:25	21.37125
29-Apr-2020 08:34:25	21.31964
29-Apr-2020 08:04:25	21.35912
29-Apr-2020 07:34:25	21.28111
29-Apr-2020 07:04:25	21.34182
29-Apr-2020 06:34:25	21.18604
29-Apr-2020 06:04:25	21.14878
29-Apr-2020 05:34:25	21.17027
29-Apr-2020 05:04:25	21.18245
29-Apr-2020 04:34:25	21.21347
29-Apr-2020 04:04:25	21.1781
29-Apr-2020 03:34:25	21.20415
29-Apr-2020 03:04:25	21.22517
29-Apr-2020 02:34:25	21.18301
29-Apr-2020 02:04:25	21.17801
29-Apr-2020 01:34:25	21.19125
29-Apr-2020 01:04:25	21.13828
29-Apr-2020 00:34:25	21.16468
29-Apr-2020 00:04:25	21.23689
28-Apr-2020 23:34:25	21.34497
28-Apr-2020 23:04:25	21.28811
28-Apr-2020 22:34:25	21.32259
28-Apr-2020 22:04:25	21.36972
28-Apr-2020 21:34:25	21.37407
28-Apr-2020 21:04:25	21.39253
28-Apr-2020 20:34:25	21.36967
28-Apr-2020 20:04:25	21.49152
28-Apr-2020 19:34:25	21.43594
28-Apr-2020 19:04:25	21.46627
28-Apr-2020 18:34:25	21.52903
28-Apr-2020 18:04:25	21.649
28-Apr-2020 17:34:25	21.72877
28-Apr-2020 17:04:25	21.75462
28-Apr-2020 16:34:25	21.88189
28-Apr-2020 16:04:25	21.92646
28-Apr-2020 15:34:25	21.53233
28-Apr-2020 15:04:25	21.30439
28-Apr-2020 14:34:25	21.83161
28-Apr-2020 14:04:25	21.60615
28-Apr-2020 13:34:25	21.55976
28-Apr-2020 13:04:25	21.578
28-Apr-2020 12:34:25	21.53224
28-Apr-2020 12:04:25	21.38232
28-Apr-2020 11:34:25	21.42479
28-Apr-2020 11:04:25	21.29076
28-Apr-2020 10:34:25	21.22693
28-Apr-2020 10:04:25	21.18254
28-Apr-2020 09:34:25	21.07466
28-Apr-2020 09:04:25	21.11499
28-Apr-2020 08:34:25	21.17451
28-Apr-2020 08:04:25	20.99976
28-Apr-2020 07:34:25	21.0732
28-Apr-2020 07:04:25	21.0462
28-Apr-2020 06:34:25	20.92709
28-Apr-2020 06:04:25	21.17912
28-Apr-2020 05:34:25	21.02557
28-Apr-2020 05:04:25	21.04206
28-Apr-2020 04:34:25	21.13203
28-Apr-2020 04:04:25	21.02774
28-Apr-2020 03:34:25	20.95725
28-Apr-2020 03:04:25	21.09529
28-Apr-2020 02:34:25	20.88624
28-Apr-2020 02:04:25	20.88073
28-Apr-2020 01:34:25	21.13409
28-Apr-2020 01:04:25	21.10717
28-Apr-2020 00:34:25	21.08982
28-Apr-2020 00:04:25	21.07146
27-Apr-2020 23:34:25	21.01578
27-Apr-2020 23:04:25	21.08457
27-Apr-2020 22:34:25	20.93853
27-Apr-2020 22:04:25	20.74008
27-Apr-2020 21:34:25	20.40431
27-Apr-2020 21:04:25	20.55701
27-Apr-2020 20:34:25	20.16753
27-Apr-2020 20:04:25	21.42897
27-Apr-2020 19:34:25	21.89091
27-Apr-2020 19:04:25	21.95513
27-Apr-2020 18:34:25	21.94094
27-Apr-2020 18:04:25	21.891
27-Apr-2020 17:34:25	22.1256
27-Apr-2020 17:04:25	22.22134
27-Apr-2020 16:34:25	22.28727
27-Apr-2020 16:04:25	22.22194
27-Apr-2020 15:34:25	22.27159
27-Apr-2020 15:04:25	22.42578
27-Apr-2020 14:34:25	22.36375
27-Apr-2020 14:04:25	22.60454
27-Apr-2020 13:34:25	22.3746
27-Apr-2020 13:04:25	22.44561
27-Apr-2020 12:34:25	22.49277
27-Apr-2020 12:04:25	22.31311
27-Apr-2020 11:34:25	22.27001
27-Apr-2020 11:04:25	22.22096
27-Apr-2020 10:34:25	22.20186
27-Apr-2020 10:04:25	21.99375
27-Apr-2020 09:34:25	21.93159
27-Apr-2020 09:04:25	21.82071
27-Apr-2020 08:34:25	21.57022
27-Apr-2020 08:04:25	21.48661
27-Apr-2020 07:34:25	21.31285
27-Apr-2020 07:04:25	21.23471
27-Apr-2020 06:34:25	21.39104
27-Apr-2020 06:04:25	21.12841
27-Apr-2020 05:34:25	21.23376
27-Apr-2020 05:04:25	21.22372
27-Apr-2020 04:34:25	21.01074
27-Apr-2020 04:04:25	21.01643
27-Apr-2020 03:34:25	21.14259
27-Apr-2020 03:04:25	21.25299
27-Apr-2020 02:34:25	21.4071
27-Apr-2020 02:04:25	21.37027
27-Apr-2020 01:34:25	21.27623
27-Apr-2020 01:04:25	21.32549
27-Apr-2020 00:34:25	21.61474
27-Apr-2020 00:04:25	21.50673
26-Apr-2020 23:34:25	21.49348
26-Apr-2020 23:04:25	21.68242
26-Apr-2020 22:34:25	21.60667
26-Apr-2020 22:04:25	21.61944
26-Apr-2020 21:34:25	21.99157
26-Apr-2020 21:04:25	21.84644
26-Apr-2020 20:34:25	21.99918
26-Apr-2020 20:04:25	21.92911
26-Apr-2020 19:34:25	22.13641
26-Apr-2020 19:04:25	22.17576
26-Apr-2020 18:34:25	22.35533
26-Apr-2020 18:04:25	22.36691
26-Apr-2020 17:34:25	22.63261
26-Apr-2020 17:04:25	22.5637
26-Apr-2020 16:34:25	22.5769
26-Apr-2020 16:04:25	22.57848
26-Apr-2020 15:34:25	22.48671
26-Apr-2020 15:04:25	22.38775
26-Apr-2020 14:34:25	22.4621
26-Apr-2020 14:04:25	22.49405
26-Apr-2020 13:34:25	22.41985
26-Apr-2020 13:04:25	22.47222
26-Apr-2020 12:34:25	22.47496
26-Apr-2020 12:04:25	22.35247
26-Apr-2020 11:34:25	22.24685
26-Apr-2020 11:04:25	22.04946
26-Apr-2020 10:34:25	21.92962
26-Apr-2020 10:04:25	21.87959
26-Apr-2020 09:34:25	21.64909
26-Apr-2020 09:04:25	21.5624
26-Apr-2020 08:34:25	21.41902
26-Apr-2020 08:04:25	21.17984
26-Apr-2020 07:34:25	21.02095
26-Apr-2020 07:04:25	20.75375
26-Apr-2020 06:34:25	20.78934
26-Apr-2020 06:04:25	20.62976
26-Apr-2020 05:34:25	20.69121
26-Apr-2020 05:04:25	20.65476
26-Apr-2020 04:34:25	20.6692
26-Apr-2020 04:04:25	20.61417
26-Apr-2020 03:34:25	20.61772
26-Apr-2020 03:04:25	20.62408
26-Apr-2020 02:34:25	20.71629
26-Apr-2020 02:04:25	20.74034
26-Apr-2020 01:34:25	20.77478
26-Apr-2020 01:04:25	20.85352
26-Apr-2020 00:34:25	20.87355
26-Apr-2020 00:04:25	20.90162
25-Apr-2020 23:34:25	20.89889
25-Apr-2020 23:04:25	20.93208
25-Apr-2020 22:34:25	21.08739
25-Apr-2020 22:04:25	20.94127
25-Apr-2020 21:34:25	21.02172
25-Apr-2020 21:04:25	21.03697
25-Apr-2020 20:34:25	21.0298
25-Apr-2020 20:04:25	21.11422
25-Apr-2020 19:34:25	21.02569
25-Apr-2020 19:04:25	21.06342
25-Apr-2020 18:34:25	21.12012
25-Apr-2020 18:04:25	21.20792
25-Apr-2020 17:34:25	21.1995
25-Apr-2020 17:04:25	21.23547
25-Apr-2020 16:34:25	21.2673
25-Apr-2020 16:04:25	21.3196
25-Apr-2020 15:34:25	21.33618
25-Apr-2020 15:04:25	21.36873
25-Apr-2020 14:34:25	21.41573
25-Apr-2020 14:04:25	21.42163
25-Apr-2020 13:34:29	21.43299
25-Apr-2020 13:04:30	21.3328
25-Apr-2020 12:34:30	21.54663
25-Apr-2020 12:04:30	21.20433
25-Apr-2020 11:34:30	20.93593
25-Apr-2020 11:04:30	20.94555
25-Apr-2020 10:34:30	20.81784
25-Apr-2020 10:04:30	20.68249
25-Apr-2020 09:34:30	20.68813
25-Apr-2020 09:04:30	20.83912
25-Apr-2020 08:34:30	20.65617
25-Apr-2020 08:04:30	20.59089
25-Apr-2020 07:34:30	20.61883
25-Apr-2020 07:04:30	20.6011
25-Apr-2020 06:34:30	20.46908
25-Apr-2020 06:04:30	20.49625
25-Apr-2020 05:34:30	20.4819
25-Apr-2020 05:04:30	20.5212
25-Apr-2020 04:34:30	20.68343
25-Apr-2020 04:04:30	20.56187
25-Apr-2020 03:34:30	20.44528
25-Apr-2020 03:04:30	20.42879
25-Apr-2020 02:34:30	20.46874
25-Apr-2020 02:04:30	20.46442
25-Apr-2020 01:34:30	20.62742
25-Apr-2020 01:04:30	20.52248
25-Apr-2020 00:34:30	20.56628
25-Apr-2020 00:04:30	20.76665
24-Apr-2020 23:34:30	20.7206
24-Apr-2020 23:04:30	20.45246
24-Apr-2020 22:34:30	20.43635
24-Apr-2020 22:04:30	20.53471
24-Apr-2020 21:34:30	20.53957
24-Apr-2020 21:04:30	20.61473
24-Apr-2020 20:34:30	20.53885
24-Apr-2020 20:04:30	20.82438
24-Apr-2020 19:34:30	20.81237
24-Apr-2020 19:04:30	21.00079
24-Apr-2020 18:34:30	20.90786
24-Apr-2020 18:04:30	21.112
24-Apr-2020 17:34:30	21.00113
24-Apr-2020 17:04:30	21.10362
24-Apr-2020 16:34:30	21.32793
24-Apr-2020 16:04:30	21.18232
24-Apr-2020 15:34:30	21.00673
24-Apr-2020 15:04:30	21.09824
24-Apr-2020 14:34:30	21.21629
24-Apr-2020 14:04:30	21.09563
24-Apr-2020 13:34:30	21.51989
24-Apr-2020 13:04:30	21.60534
24-Apr-2020 12:34:30	21.52374
24-Apr-2020 12:04:30	21.50678
24-Apr-2020 11:34:30	21.55556
24-Apr-2020 11:04:30	21.53608
24-Apr-2020 10:34:30	21.39945
24-Apr-2020 10:04:30	21.20151
24-Apr-2020 09:34:30	21.02668
24-Apr-2020 09:04:30	21.02446
24-Apr-2020 08:34:30	20.80934
24-Apr-2020 08:04:30	20.94644
24-Apr-2020 07:34:30	20.71851
24-Apr-2020 07:04:30	20.68296
24-Apr-2020 06:34:30	20.74269
24-Apr-2020 06:04:30	20.87154
24-Apr-2020 05:34:30	20.7177
24-Apr-2020 05:04:30	20.64122
24-Apr-2020 04:34:30	20.83741
24-Apr-2020 04:04:30	20.75674
24-Apr-2020 03:34:30	20.97456
24-Apr-2020 03:04:30	20.88244
24-Apr-2020 02:34:30	20.72731
24-Apr-2020 02:04:30	20.7981
24-Apr-2020 01:34:30	21.05782
24-Apr-2020 01:04:30	20.8377
24-Apr-2020 00:34:30	20.76538
24-Apr-2020 00:04:30	20.71223
23-Apr-2020 23:34:30	20.96131
23-Apr-2020 23:04:30	20.82472
23-Apr-2020 22:34:30	21.03868
23-Apr-2020 22:04:30	20.98237
23-Apr-2020 21:34:30	20.97366
23-Apr-2020 21:04:30	20.92794
23-Apr-2020 20:34:30	20.91418
23-Apr-2020 20:04:30	20.94952
23-Apr-2020 19:34:30	21.16631
23-Apr-2020 19:04:30	21.18549
23-Apr-2020 18:34:30	21.29268
23-Apr-2020 18:04:30	21.33741
23-Apr-2020 17:34:30	21.31755
23-Apr-2020 17:04:30	21.29871
23-Apr-2020 16:34:30	21.42286
23-Apr-2020 16:04:30	21.48481
23-Apr-2020 15:34:30	21.6769
23-Apr-2020 15:04:30	21.67152
23-Apr-2020 14:34:30	21.64341
23-Apr-2020 14:04:30	21.75193
23-Apr-2020 13:34:30	21.63649
23-Apr-2020 13:04:30	21.70386
23-Apr-2020 12:34:30	21.59756
23-Apr-2020 12:04:30	21.66947
23-Apr-2020 11:34:30	21.55441
23-Apr-2020 11:04:30	21.39278
23-Apr-2020 10:34:30	21.30259
23-Apr-2020 10:04:30	21.22385
23-Apr-2020 09:34:30	21.02373
23-Apr-2020 09:04:30	20.90363
23-Apr-2020 08:34:30	20.90222
23-Apr-2020 08:04:30	20.74256
23-Apr-2020 07:34:30	20.68497
23-Apr-2020 07:04:30	20.4916
23-Apr-2020 06:34:30	20.42247
23-Apr-2020 06:04:30	20.39384
23-Apr-2020 05:34:30	20.4082
23-Apr-2020 05:04:30	20.54654
23-Apr-2020 04:34:30	20.51352
23-Apr-2020 04:04:30	20.41123
23-Apr-2020 03:34:30	20.51812
23-Apr-2020 03:04:30	20.48907
23-Apr-2020 02:34:30	20.45255
23-Apr-2020 02:04:30	20.48254
23-Apr-2020 01:34:30	20.54
23-Apr-2020 01:04:30	20.75632
23-Apr-2020 00:34:30	20.62173
23-Apr-2020 00:04:30	20.68967
22-Apr-2020 23:34:30	20.63084
22-Apr-2020 23:04:30	20.82438
22-Apr-2020 22:34:30	20.597
22-Apr-2020 22:04:30	20.80494
22-Apr-2020 21:34:30	20.81963
22-Apr-2020 21:04:30	20.74034
22-Apr-2020 20:34:30	20.91359
22-Apr-2020 20:04:30	20.94559
22-Apr-2020 19:34:30	20.98361
22-Apr-2020 19:04:30	21.04223
22-Apr-2020 18:34:30	20.97323
22-Apr-2020 18:04:30	21.12986
22-Apr-2020 17:34:30	21.47311
22-Apr-2020 17:04:30	21.3322
22-Apr-2020 16:34:30	21.35886
22-Apr-2020 16:04:30	21.356
22-Apr-2020 15:34:30	21.41235
22-Apr-2020 15:04:30	21.43184
22-Apr-2020 14:34:30	21.44504
22-Apr-2020 14:04:30	21.46285
22-Apr-2020 13:34:30	21.43675
22-Apr-2020 13:04:30	21.548
22-Apr-2020 12:34:30	21.48071
22-Apr-2020 12:04:30	21.60004
22-Apr-2020 11:34:30	21.68523
22-Apr-2020 11:04:30	21.42171
22-Apr-2020 10:34:30	21.31776
22-Apr-2020 10:04:30	21.18044
22-Apr-2020 09:34:30	20.87954
22-Apr-2020 09:04:30	20.78994
22-Apr-2020 08:34:30	20.84172
22-Apr-2020 08:04:30	20.68014
22-Apr-2020 07:34:30	20.35064
22-Apr-2020 07:04:30	20.32228
22-Apr-2020 06:34:30	20.32458
22-Apr-2020 06:04:30	20.36573
22-Apr-2020 05:34:30	20.33458
22-Apr-2020 05:04:30	20.31177
22-Apr-2020 04:34:30	20.31638
22-Apr-2020 04:04:30	20.36394
22-Apr-2020 03:34:30	20.38248
22-Apr-2020 03:04:30	20.46357
22-Apr-2020 02:34:30	20.43528
22-Apr-2020 02:04:30	20.39734
22-Apr-2020 01:34:30	20.40354
22-Apr-2020 01:04:30	20.42857
22-Apr-2020 00:34:30	20.39841
22-Apr-2020 00:04:30	20.47442
21-Apr-2020 23:34:30	20.46494
21-Apr-2020 23:04:30	20.48429
21-Apr-2020 22:34:30	20.51215
21-Apr-2020 22:04:30	20.54227
21-Apr-2020 21:34:30	20.48147
21-Apr-2020 21:04:30	20.43601
21-Apr-2020 20:34:30	20.40986
21-Apr-2020 20:04:30	20.54351
21-Apr-2020 19:34:30	20.74307
21-Apr-2020 19:04:30	20.81536
21-Apr-2020 18:34:30	20.91995
21-Apr-2020 18:04:30	21.06355
21-Apr-2020 17:34:30	21.11179
21-Apr-2020 17:04:30	21.10909
21-Apr-2020 16:34:30	21.19924
21-Apr-2020 16:04:30	21.30605
21-Apr-2020 15:34:30	21.32353
21-Apr-2020 15:04:30	21.21176
21-Apr-2020 14:34:30	21.22966
21-Apr-2020 14:04:30	21.28405
21-Apr-2020 13:34:30	21.22492
21-Apr-2020 13:04:30	21.13545
21-Apr-2020 12:34:30	21.18271
21-Apr-2020 12:04:30	21.16682
21-Apr-2020 11:34:30	20.99702
21-Apr-2020 11:04:30	21.01493
21-Apr-2020 10:34:30	20.83472
21-Apr-2020 10:04:30	20.72346
21-Apr-2020 09:34:30	20.71462
21-Apr-2020 09:04:30	20.88834
21-Apr-2020 08:34:30	20.4026
21-Apr-2020 08:04:30	20.52646
21-Apr-2020 07:34:30	20.48032
21-Apr-2020 07:04:30	20.21581
21-Apr-2020 06:34:30	20.13587
21-Apr-2020 06:04:30	20.18248
21-Apr-2020 05:34:30	20.26451
21-Apr-2020 05:04:30	20.07481
21-Apr-2020 04:34:30	20.12664
21-Apr-2020 04:04:30	20.02966
21-Apr-2020 03:34:30	20.10784
21-Apr-2020 03:04:30	20.0661
21-Apr-2020 02:34:30	20.10408
21-Apr-2020 02:04:30	19.94976
21-Apr-2020 01:34:30	20.04329
21-Apr-2020 01:04:30	20.12724
21-Apr-2020 00:34:30	20.15027
21-Apr-2020 00:04:30	20.10976
20-Apr-2020 23:34:30	20.09468
20-Apr-2020 23:04:30	20.17808
20-Apr-2020 22:34:30	20.14279
20-Apr-2020 22:04:30	20.16672
20-Apr-2020 21:34:30	20.20367
20-Apr-2020 21:04:30	20.37885
20-Apr-2020 20:34:30	20.46809
20-Apr-2020 20:04:30	20.36736
20-Apr-2020 19:34:30	20.40093
20-Apr-2020 19:04:30	20.56721
20-Apr-2020 18:34:30	20.80823
20-Apr-2020 18:04:30	20.82024
20-Apr-2020 17:34:30	21.00271
20-Apr-2020 17:04:30	21.04873
20-Apr-2020 16:34:30	21.06201
20-Apr-2020 16:04:30	21.04223
20-Apr-2020 15:34:30	21.10307
20-Apr-2020 15:04:30	21.10115
20-Apr-2020 14:34:30	21.28367
20-Apr-2020 14:04:30	21.07735
20-Apr-2020 13:34:30	21.10576
20-Apr-2020 13:04:30	21.04082
20-Apr-2020 12:34:30	21.27773
20-Apr-2020 12:04:30	21.10632
20-Apr-2020 11:34:30	21.05633
20-Apr-2020 11:04:30	21.08081
20-Apr-2020 10:34:30	21.02335
20-Apr-2020 10:04:30	20.68266
20-Apr-2020 09:34:30	20.54961
20-Apr-2020 09:04:30	20.59636
20-Apr-2020 08:34:30	20.43259
20-Apr-2020 08:04:30	20.36291
20-Apr-2020 07:34:30	20.22418
20-Apr-2020 07:04:30	20.18364
20-Apr-2020 06:34:30	19.94993
20-Apr-2020 06:04:30	19.9237
20-Apr-2020 05:34:30	20.01773
20-Apr-2020 05:04:30	20.12622
20-Apr-2020 04:34:30	20.05508
20-Apr-2020 04:04:30	19.99809
20-Apr-2020 03:34:30	20.00188
20-Apr-2020 03:04:30	20.04213
20-Apr-2020 02:34:30	20.11075
20-Apr-2020 02:04:30	20.20811
20-Apr-2020 01:34:30	19.9434
20-Apr-2020 01:04:30	19.95515
20-Apr-2020 00:34:30	19.97954
20-Apr-2020 00:04:30	20.06012
19-Apr-2020 23:34:30	20.20935
19-Apr-2020 23:04:30	20.30468
19-Apr-2020 22:34:30	20.11284
19-Apr-2020 22:04:30	20.16228
19-Apr-2020 21:34:30	20.20496
19-Apr-2020 21:04:30	20.2693
19-Apr-2020 20:34:30	20.36103
19-Apr-2020 20:04:30	20.66216
19-Apr-2020 19:34:30	20.46651
19-Apr-2020 19:04:30	20.57508
19-Apr-2020 18:34:30	20.64865
19-Apr-2020 18:04:30	20.77905
19-Apr-2020 17:34:30	20.84488
19-Apr-2020 17:04:30	20.97832
19-Apr-2020 16:34:30	20.79853
19-Apr-2020 16:04:30	20.88159
19-Apr-2020 15:34:30	21.04292
19-Apr-2020 15:04:30	21.01536
19-Apr-2020 14:34:30	21.12132
19-Apr-2020 14:04:30	21.10888
19-Apr-2020 13:34:30	20.96712
19-Apr-2020 13:04:30	20.94644
19-Apr-2020 12:34:30	21.02125
19-Apr-2020 12:04:30	20.93584
19-Apr-2020 11:34:30	20.88
19-Apr-2020 11:04:30	20.80669
19-Apr-2020 10:34:30	20.72201
19-Apr-2020 10:04:30	20.51518
19-Apr-2020 09:34:30	20.41247
19-Apr-2020 09:04:30	20.33616
19-Apr-2020 08:34:30	20.24473
19-Apr-2020 08:04:30	20.16407
19-Apr-2020 07:34:30	19.95515
19-Apr-2020 07:04:30	19.68478
19-Apr-2020 06:34:30	19.64859
19-Apr-2020 06:04:30	19.67962
19-Apr-2020 05:34:30	19.7484
19-Apr-2020 05:04:30	19.86187
19-Apr-2020 04:34:30	19.88713
19-Apr-2020 04:04:30	20.21286
19-Apr-2020 03:34:30	20.00996
19-Apr-2020 03:04:30	19.9387
19-Apr-2020 02:34:30	20.05559
19-Apr-2020 02:04:30	19.97911
19-Apr-2020 01:34:30	19.99377
19-Apr-2020 01:04:30	19.99851
19-Apr-2020 01:04:25	20.00761
19-Apr-2020 00:57:55	19.97266
19-Apr-2020 00:27:55	20.00082
18-Apr-2020 23:57:55	20.01744
18-Apr-2020 23:27:55	20.20504
18-Apr-2020 22:57:55	20.01154
18-Apr-2020 22:27:55	20.01773
18-Apr-2020 21:57:55	20.02932
18-Apr-2020 21:27:55	20.03603
18-Apr-2020 20:57:55	20.05781
18-Apr-2020 20:27:55	20.11694
18-Apr-2020 19:57:55	20.18184
18-Apr-2020 19:27:55	20.27208
18-Apr-2020 18:57:55	20.26088
18-Apr-2020 18:27:55	20.56474
18-Apr-2020 17:57:55	20.40247
18-Apr-2020 17:27:55	20.51633
18-Apr-2020 16:57:55	20.66493
18-Apr-2020 16:27:55	20.6833
18-Apr-2020 15:57:55	20.69287
18-Apr-2020 15:27:55	20.86023
18-Apr-2020 14:57:57	20.73183
18-Apr-2020 14:27:57	20.86753
18-Apr-2020 13:57:57	21.03954
18-Apr-2020 13:27:57	20.77529
18-Apr-2020 12:57:57	20.73957
18-Apr-2020 12:27:57	20.90286
18-Apr-2020 11:57:57	20.77221
18-Apr-2020 11:27:57	20.69505
18-Apr-2020 10:57:57	20.65019
18-Apr-2020 10:27:57	20.56479
18-Apr-2020 09:57:57	20.52966
18-Apr-2020 09:27:57	20.37444
18-Apr-2020 08:57:57	20.32608
18-Apr-2020 08:27:57	20.23409
18-Apr-2020 07:57:57	20.14044
18-Apr-2020 07:27:57	19.97023
18-Apr-2020 06:57:57	19.87243
18-Apr-2020 06:27:57	19.82278
18-Apr-2020 05:57:57	19.92583
18-Apr-2020 05:27:57	19.66731
18-Apr-2020 04:57:57	19.70016
18-Apr-2020 04:27:57	19.71645
18-Apr-2020 03:57:57	19.87927
18-Apr-2020 03:27:57	19.76746
18-Apr-2020 02:57:57	19.81416
18-Apr-2020 02:27:57	19.81231
18-Apr-2020 01:57:57	19.87046
18-Apr-2020 01:27:57	19.78716
18-Apr-2020 00:57:57	19.79728
18-Apr-2020 00:27:57	20.01094
17-Apr-2020 23:57:57	19.89529
17-Apr-2020 23:27:57	19.8656
17-Apr-2020 22:57:57	19.82061
17-Apr-2020 22:27:57	19.88414
17-Apr-2020 21:57:57	19.91913
17-Apr-2020 21:27:57	19.95818
17-Apr-2020 20:57:57	19.92831
17-Apr-2020 20:27:57	20.06956
17-Apr-2020 19:57:57	20.08353
17-Apr-2020 19:27:57	20.10575
17-Apr-2020 18:57:57	20.2056
17-Apr-2020 18:27:57	20.36804
17-Apr-2020 17:57:57	20.43195
17-Apr-2020 17:27:57	20.53133
17-Apr-2020 16:57:57	20.53423
17-Apr-2020 16:27:57	20.61558
